"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Country","Trace Adkins","Til The Last Shot's Fired","1fcJFI3LvRK9is51pDwI6N",44,0.506,0.416,300107,0.465,1.79e-05,"F#",0.104,-7.117,"Minor",0.035,73.896,"1/4",0.223
"Rock","Def Leppard","Hysteria","2PFIZFcGry0po3ZfRZkzKc",69,0.0318,0.659,354636,0.846,0.0144,"G",0.203,-5.508,"Major",0.0274,107.01,"4/4",0.659
"Comedy","Jerry Seinfeld","Education","5Dd2Zrew2gn1tzerRC31mF",18,0.918,0.732,244120,0.21,0,"D",0.492,-17.24,"Minor",0.942,79.158,"4/4",0.421
"Children’s Music","Black Veil Brides","When They Call My Name","3Gvnl5jgt6dumzXWDgMaMb",50,0.029,0.257,225613,0.89,1.2e-05,"A",0.0581,-5.552,"Minor",0.0791,159.275,"4/4",0.285
"World","Israel & New Breed","He Knows My Name - Bonus Cut","3PC77wG6rvIoSo0EIVUzqp",29,0.849,0.488,249173,0.468,0,"F",0.17,-7.361,"Major",0.0314,123.934,"4/4",0.249
"Children’s Music","Beck","Wow","1rEkUEBFYEtqDLYaTuElsx",58,0.0135,0.625,222335,0.643,0.0154,"A#",0.111,-6.086,"Minor",0.0334,92.018,"4/4",0.46
"Comedy","Gabriel Iglesias","Taco Loco","0BABwzOWG2YN7k1944Iz4O",35,0.89,0.559,58840,0.486,0,"D",0.859,-18.675,"Major",0.945,85.399,"4/4",0.601
"Reggae","SOJA","Better","4nT8atrBXz6BF8xDQnq1et",38,0.00143,0.639,262144,0.835,0,"G",0.0831,-5.124,"Minor",0.028,133.995,"4/4",0.449
"Blues","watt","Burning Man (with Post Malone)","1sbuJB4qjnA7NscUTj7lsN",51,0.0114,0.57,197507,0.883,1.53e-06,"D",0.0553,-2.775,"Major",0.0582,158.082,"4/4",0.487
"Blues","The Revivalists","Next To You","79FWUNlVtSJ67iR9MK4OBH",46,0.0779,0.607,209760,0.767,0.000156,"B",0.271,-4.724,"Major",0.0238,94.991,"4/4",0.809
"Blues","Five Finger Death Punch","Crossing Over","0U3aP0QocitGhyqIZOfe4R",44,6.55e-05,0.378,174160,0.898,8.18e-05,"B",0.28,-3.855,"Minor",0.0639,195.747,"4/4",0.128
"Blues","In This Moment","Sick Like Me","76AYOdnKWcSLviCsKDXyS1",56,0.000165,0.448,299820,0.982,2.32e-06,"A",0.0539,-3.971,"Minor",0.287,131.895,"4/4",0.0978
"Opera","Richard Wagner","Wesendonck Lieder, WWV 91: 5. Träume","2n6t9KXm3krJheGFXwqmRo",14,0.979,0.172,325085,0.0217,0.0437,"G#",0.0871,-25.559,"Major",0.0501,96.183,"3/4",0.0335
"Movie","Richard M. Sherman","Tuppence A Bag [Feed The Birds (Tuppence A Bag)] - Pre-Demo","4IoRWiZkFZpqvHefsn5b4Y",17,0.968,0.402,175280,0.0498,0,"D#",0.0735,-19.938,"Minor",0.046,108.341,"1/4",0.212
"Soul","Phil Adé","No Fear","6dAcq3hoYt48hKAKVMQ0ek",40,0.187,0.76,222274,0.532,0,"D",0.276,-8.094,"Major",0.266,135.958,"4/4",0.278
"Rock","Live","All Over You","0sqE6XPi9VAaWl5NxDyMQK",58,0.00408,0.314,239547,0.809,1.92e-06,"C#",0.321,-5.792,"Major",0.0559,132.483,"4/4",0.439
"Hip-Hop","Jay Critch","Ego","0e9JDnz30moH9suCA64omJ",67,0.188,0.834,210432,0.567,0,"G",0.0998,-5.16,"Minor",0.1,127.991,"4/4",0.204
"Reggaeton","El Sica","Conteste (Remix) [feat. Nicky Jam]","0t0QMnk1HnT2PT2cGezcdk",24,0.11,0.571,258692,0.721,0,"G",0.161,-5.562,"Minor",0.179,167.971,"4/4",0.699
"Alternative","Three Days Grace","Broken Glass","6rpAJECCjVZG3cNt7o9xBv",53,0.0543,0.515,201013,0.847,0,"C",0.363,-5.905,"Minor",0.0645,155.021,"4/4",0.466
"Classical","Maurice Ravel","Ravel: Sonatine, M. 40: II. Mouvement de menuet","1KfM3JMnBVaXTdEcSrLkXs",53,0.994,0.391,176800,0.0398,0.893,"C#",0.101,-27.012,"Major",0.0427,130.712,"3/4",0.0467
"Comedy","Nick Thune","Notable Alumni","03W2XvZ2m80FvOZN7dUH9x",16,0.697,0.622,372131,0.507,0,"E",0.818,-13.192,"Major",0.96,89.148,"4/4",0.521
"Comedy","Lewis Black","Still Smoke","6WYchsEBp6oyRnQXqPYR2u",16,0.994,0.761,66973,0.151,0.061,"C#",0.191,-18.342,"Major",0.942,65.536,"3/4",0.645
"Country","Lewis Brice","Blessed","7herr9burIFLblzjh7c0l3",57,0.00559,0.598,211640,0.882,0,"A#",0.285,-4.531,"Major",0.0308,77.494,"4/4",0.719
"Dance","Betty Who","Blue Heaven Midnight Crush","6ZyC5YTgbH9PVMydskD3Uz",42,0.0813,0.646,219200,0.821,0,"F",0.114,-3.442,"Major",0.0666,165.858,"4/4",0.401
"Jazz","Emancipator","Valhalla","2jtV3PveiemRR3sa0qUsIl",39,0.625,0.644,307066,0.646,0.898,"C",0.105,-8.518,"Minor",0.0329,94,"4/4",0.314
"Country","Rodney Carrington","Titties and Beer (feat. Colt Ford)","4LcFh2V6LcjGLddCjam14f",42,0.00305,0.546,205387,0.7,0,"E",0.207,-7.304,"Minor",0.0859,167.915,"4/4",0.869
"Electronic","DJ Koze","Bonfire","3cD60ehaYbqG5wd86xWPeG",45,0.0849,0.594,325013,0.459,0.093,"C#",0.251,-10.061,"Major",0.0783,120.94,"4/4",0.461
"Indie","Beach Fossils","Sleep Apnea","34LohAliZ2QKydqVJcFpwV",63,0.139,0.552,146293,0.686,0.861,"D",0.138,-10.63,"Major",0.0268,79.983,"4/4",0.495
"Reggaeton","Tito ""El Bambino""","Mi Cama Huele a Ti","6YLJCOynR32U4YXtsvzTdC",61,0.0775,0.738,225573,0.85,0,"G",0.162,-5.818,"Minor",0.0403,94.999,"4/4",0.678
"Children’s Music","Laura Story","Blessings","6lV8cAancMB859zfBUqpPZ",54,0.903,0.614,298227,0.354,0,"B",0.289,-5.187,"Major",0.0322,115.927,"4/4",0.374
"R&B","Choker","Diorama","6J36Vu4P6ub8bwgVPcBKgp",47,0.491,0.443,321746,0.631,0.00226,"C#",0.664,-10.203,"Major",0.305,99.686,"4/4",0.122
"Folk","Paula Cole","I Don't Want to Wait - Remastered Version","7zu3Xuz7D8OTilEr2oHKdL",60,0.315,0.391,318773,0.514,5.87e-06,"B",0.0567,-6.398,"Major",0.0447,177.872,"4/4",0.437
"Blues","Francesca Battistelli","If We're Honest","7pPLZZRphZu2hxju6oErbS",50,0.632,0.597,189503,0.363,0,"A#",0.134,-8.834,"Major",0.0258,106.994,"4/4",0.188
"Reggaeton","Divino","Amarte Fue Mi Error","13T2uIbuIPpHTBgMSYDFbe",31,0.225,0.669,209277,0.727,0,"F",0.186,-4.532,"Minor",0.0527,166.118,"4/4",0.801
"Folk","John Hiatt","Cry Love","2GyTrOs3AEAjy4MhV4a0kZ",43,0.131,0.564,260733,0.859,4.91e-06,"C",0.11,-7.215,"Major",0.0461,83.464,"3/4",0.889
"Movie","Leopold Stokowski","L'arlesienne, Suite No.2 : I. Pastorale","3LxMXx0tjkIQGZUx5cFt8R",0,0.898,0.292,250200,0.256,0.276,"A#",0.109,-13.185,"Major",0.0363,124.723,"3/4",0.111
"Classical","Tan Dun","Silk Road","0P6wItO0fOHgthplqmIdKi",23,0.964,0.161,186293,0.0248,0.917,"D",0.0892,-30.938,"Minor",0.0452,108.638,"1/4",0.0647
"Rock","The Beatles","A Hard Day's Night - Remastered 2015","1pctwlBtIcKIjQMzsVcGHB",59,0.0487,0.546,152920,0.818,0,"C",0.0983,-4.89,"Major",0.031,138.561,"4/4",0.756
"Alternative","Matt and Kim","Glad I Tried - Isom Innis Remix","6E1GqcxztjcCbZsdlUh9ol",50,0.00128,0.643,158440,0.748,0.000253,"C",0.191,-6.007,"Major",0.0277,98.319,"4/4",0.605
"Rock","Mudvayne","Forget to Remember","0h5D9uxuZRAfq6qMMX34vN",56,0.00085,0.452,215307,0.965,0.0028,"G#",0.0741,-3.388,"Major",0.141,188.151,"4/4",0.743
"Pop","Jon Langston","When It Comes To Loving You","28dfxTgOAmwM1DhplcIB7G",60,0.358,0.689,210080,0.534,0,"G",0.115,-6.261,"Major",0.0527,111.91,"4/4",0.552
"Folk","The Lumineers","Ophelia","3d8y0t70g7hw2FOWl9Z4Fm",70,0.613,0.664,160097,0.573,0.000363,"F",0.0857,-6.519,"Major",0.0277,76.023,"4/4",0.566
"World","Will Reagan","Nothing Without You","5CgLKRSUpqddLIFQHgoby1",56,0.96,0.411,282051,0.0526,0,"B",0.0976,-16.208,"Major",0.0387,120.294,"3/4",0.358
"World","Ron Kenoly","Use Me","6frYMFvACJoOuzu7xSuUuC",27,0.637,0.376,484573,0.418,0,"A#",0.275,-11.877,"Major",0.0572,101.515,"4/4",0.0867
"Country","Blackberry Smoke","Pretty Little Lie","6b45yra2a9So8yTNeHZdgt",43,0.00714,0.553,214867,0.798,0,"G",0.375,-4.102,"Major",0.0306,119.984,"4/4",0.397
"Children’s Music","The Maine","Bad Behavior","4Kc1BGRuyicJaqIXi3Rysi",54,0.00468,0.575,190309,0.983,3.61e-06,"D",0.371,-2.683,"Major",0.112,102.978,"4/4",0.671
"Country","Chris Stapleton","Tennessee Whiskey","3fqwjXwUGN6vbzIwvyFMhx",78,0.205,0.392,293293,0.37,0.0096,"A",0.0821,-10.888,"Major",0.0298,48.718,"4/4",0.512
"Hip-Hop","Dave East","Perfect","1sX7O0JfNVLrsKeLit5p65",56,0.0509,0.76,316133,0.571,0,"A",0.125,-5.318,"Major",0.0655,122.949,"4/4",0.151
"Dance","The Drums","I Don't Know How To Love","1OyNY4fiLDhopwm6oj6OmB",44,0.0617,0.411,202054,0.89,0.127,"B",0.227,-6.062,"Major",0.0436,169.97,"4/4",0.0669
"Reggaeton","Mark B.","Pal de Velitas Remix","49VExYllDYoDnJdxYVZl9u",22,0.193,0.653,384007,0.921,0,"D#",0.0725,-2.935,"Major",0.16,189.993,"4/4",0.903
"Reggaeton","Baby Rasta & Gringo","Amor Prohibido","7wGOruR0crwhVRPUoUskDj",52,0.0221,0.699,212653,0.825,1.88e-05,"G#",0.0593,-6.113,"Major",0.0541,174.01,"4/4",0.699
"World","Capital City Music","Lean Back (feat. Dion Davis)","76AQAwj7BbMVIMRnHKkLuz",55,0.873,0.208,413725,0.247,6.72e-05,"F#",0.0805,-8.976,"Major",0.0339,133.269,"4/4",0.074
"World","Highlands Worship","How I Need You","2K0taxDhRaOUBJ0GluNnnb",36,0.000954,0.172,347892,0.57,0,"D#",0.342,-6.827,"Major",0.0427,158.147,"3/4",0.104
"Comedy","Franco Escamilla","29 de Mayo Ganan las Chivas (En Vivo)","3EIz9n7Q6uxaSqjsdZTenU",27,0.819,0.575,3769399,0.78,0,"D",0.908,-2.786,"Major",0.78,72.069,"3/4",0.766
"World","Rivers & Robots","In the Family","2PCY3vPYmkaV8ymKVj53zp",32,0.559,0.657,278999,0.57,3.28e-06,"C",0.0749,-6.412,"Major",0.0299,78.037,"4/4",0.305
"Rock","Lower Than Atlantis","Had Enough","4KTX4wPykzgv0mqBgSeZLs",48,0.00275,0.566,201773,0.851,0.000168,"D",0.142,-3.816,"Major",0.0771,93.466,"4/4",0.525
"World","Jonny Greenwood","Nina Through Glass","5gIFszvR1JmnS324efDLMu",25,0.974,0.512,202209,0.163,0.966,"D",0.124,-17.389,"Major",0.0361,106.16,"3/4",0.193
"Blues","Chromeo","Don't Sleep (feat. French Montana & Stefflon Don)","6XSxQJgbqqNmOjiiHCVqM6",54,0.323,0.9,198893,0.726,0,"C#",0.0842,-5.041,"Major",0.0549,110.009,"4/4",0.878
"Ska","Lagwagon","Black Eyes","1kjAOeqITHB6GoBQxOMt60",32,2.36e-05,0.354,192293,0.874,0,"D",0.117,-4.981,"Major",0.0561,104.604,"4/4",0.455
"Rock","Muse","Pressure (feat. UCLA Bruin Marching Band)","1DqoQsvOtn23gDx6Up6cX5",57,0.496,0.631,244027,0.947,4.63e-05,"E",0.576,-2.656,"Minor",0.0551,136.016,"4/4",0.807
"Pop","Billie Eilish","idontwannabeyouanymore","41zXlQxzTi6cGAjpOXyLYH",89,0.737,0.483,203569,0.412,0,"G",0.116,-8.461,"Major",0.0402,170.163,"3/4",0.247
"Rock","Kelly Clarkson","Stronger (What Doesn't Kill You)","6D60klaHqbCl9ySc8VcRss",67,0.046,0.562,221947,0.939,0,"C",0.112,-4.282,"Major",0.0475,116.044,"4/4",0.684
"Movie","Jean Piat","Nous ne suivrons point le récit","0Le6Muh2LX2Iz2e5AL0BYH",0,0.831,0.668,272013,0.21,0,"A",0.3,-19.325,"Minor",0.893,89.838,"4/4",0.517
"Rock","Francesca Battistelli","He Knows My Name","2lrHKMXyu8LTLxMorzJkTQ",58,0.00107,0.5,207173,0.836,4.03e-05,"F#",0.197,-6.165,"Major",0.0454,90.011,"4/4",0.41
"R&B","Smino","HOOPTI","5deXgGdMVJ9udzS9eXYYeK",52,0.439,0.572,154700,0.581,0,"C#",0.181,-7.651,"Major",0.382,100.551,"4/4",0.313
"Movie","Henri Salvador","Le travail c'est la santé","2d0vfUmGzDVEZtEWvPkqPo",25,0.405,0.579,186867,0.701,0,"D",0.304,-5.018,"Major",0.0395,115.075,"4/4",0.63
"Dance","5 Seconds of Summer","End Up Here","7lNqCbnqD6gQpfl5HquF1o",49,0.0173,0.501,181895,0.983,0,"D#",0.279,-4.09,"Major",0.209,151.996,"4/4",0.411
"Anime","Breaking Benjamin","Blood","7gQ7DfSSc3b8e4cHtFnDxu",67,3.83e-05,0.478,189120,0.971,2.77e-05,"G",0.295,-2.729,"Major",0.0858,90.526,"4/4",0.284
"Electronic","Getter","Sinner (feat. Maksim) - Dodge & Fuski Remix","65mAJr1po5LryF0Z4vkT2n",27,0.000843,0.658,262286,0.98,2.02e-06,"G#",0.098,-1.694,"Major",0.24,140.014,"4/4",0.34
"Blues","Aaron Shust","Resurrecting - Live","3LCQsrzn7QHZpeHwKV78Kt",52,0.0453,0.447,369680,0.612,0,"C",0.538,-6.237,"Major",0.031,148.058,"4/4",0.236
"Soul","John Legend","Where Did My Baby Go","0EbNfrtewVrVYzHKBArtyv",39,0.655,0.521,303067,0.305,3.56e-06,"A",0.128,-9.452,"Minor",0.0303,120.076,"4/4",0.242
"Soul","112","Pleasure & Pain","74glbwcJjpaHIk4uqHilnM",45,0.0249,0.673,256960,0.539,0,"F",0.188,-7.648,"Minor",0.0293,117.689,"4/4",0.333
"Soundtrack","Abel Korzeniowski","Daydreams","1NGQl3kC4MlhUBuzoe0paH",27,0.966,0.311,136187,0.238,0.903,"D#",0.164,-14.818,"Major",0.0363,88.906,"3/4",0.192
"Alternative","Killswitch Engage","My Curse","6zKF4293k44ItKWJJgrhXv",68,7.61e-05,0.197,244773,0.956,0.00992,"A#",0.261,-2.908,"Minor",0.0663,177.018,"3/4",0.209
"Opera","Adolphe Adam","Giselle: No. 20 - Allegro feroce","452qxTyoqjOz35UpHj5IQg",19,0.709,0.418,126400,0.444,0.0585,"G",0.0865,-15.024,"Major",0.0401,123.997,"4/4",0.497
"Comedy","Norm MacDonald","Two Minute Warning","33YnN877XS1ETgatdUTJRA",18,0.876,0.681,206867,0.663,0,"G#",0.192,-10.349,"Major",0.941,114.255,"4/4",0.596
"Rap","Kanye West","No More Parties In LA","0zLClc0emc6qUeV1p5nc99",66,0.231,0.525,374413,0.924,0,"F",0.221,-1.613,"Major",0.3,93.798,"4/4",0.697
"Rock","The Wombats","Bee-Sting","7xdPwAhj4mMqDaNxvNoYnV",64,0.0457,0.65,214433,0.866,0,"B",0.0682,-3.713,"Major",0.0343,115.001,"4/4",0.717
"Opera","Ramón Vargas","""Languir per una bella"" from L'Italiana in Algeri","41NwrFbT1VaoniAvXlYuy8",9,0.98,0.34,404000,0.167,0.00139,"D#",0.23,-15.927,"Major",0.0439,92.964,"3/4",0.123
"R&B","Dijon","WILD","5Ga3CEWbxx7d5DowD2HUHD",56,0.787,0.665,196000,0.383,3.51e-05,"F",0.118,-8.01,"Major",0.0401,119.949,"4/4",0.227
"Children’s Music","Ravyn Lenae","Unknown","1wCManUnBwrfpnwTaV93ho",48,0.645,0.499,198450,0.373,0.0171,"G",0.112,-12.804,"Minor",0.117,114.571,"4/4",0.199
"Children’s Music","Shinedown","I'll Follow You","0ILR5GMSzBRp2LrI8GX1Si",60,0.00193,0.537,238760,0.692,0,"A#",0.114,-4.159,"Major",0.0315,125.037,"3/4",0.286
"Comedy","Bill Hicks","He Had a Gun","79RvMBomE4rDDEPYLAQa4B",19,0.834,0.321,85333,0.979,0,"F#",0.571,-10.969,"Major",0.882,91.918,"1/4",0.0619
"Blues","Amon Amarth","Guardians Of Asgaard","2DR9AzDhYeStkHupvU08FC",60,0.000129,0.529,263160,0.953,0.000487,"A",0.146,-4.562,"Major",0.0594,134.968,"4/4",0.279
"Rock","Darius Rucker","For The First Time","0LG2cFomCi8Fb664Lvr3Nu",67,0.00738,0.547,197053,0.804,0,"F#",0.0308,-5.268,"Major",0.0361,142.016,"4/4",0.666
"Comedy","Bob Newhart","Abe Lincoln vs. Madison Avenue","6kRHIQdAM9iCW7OCYeUKdZ",17,0.862,0.5,454667,0.505,0,"D",0.94,-19.144,"Major",0.937,87.286,"3/4",0.568
"Reggaeton","Farruko","Te Vas Conmigo","5cVrS1jxLYpSmhn4axqnRR",62,0.0228,0.704,191880,0.665,0,"B",0.0888,-5.731,"Minor",0.0546,144.908,"4/4",0.305
"Comedy","Margaret Cho","My Puss","1gYF2TNSvsBc4cw80LTza8",14,0.41,0.714,278813,0.521,0,"B",0.979,-11.87,"Minor",0.545,99.935,"4/4",0.581
"Reggaeton","Hany Kauam","Es Tu Amor","2YkFlTIhhJtFJeFVQ4d2CH",39,0.406,0.589,251867,0.692,0,"G",0.106,-5.82,"Minor",0.0299,120.06,"4/4",0.422
"Rap","Kota the Friend","Alkaline","0ror2i7yC3O4iqS1Fmvhtb",66,0.679,0.774,185000,0.537,5.24e-06,"A#",0.173,-6.899,"Minor",0.297,153.878,"4/4",0.549
"Dance","Lindsay Lohan","Ultimate","69Zl2MdeQE8twZdiMXJXxZ",47,0.00388,0.492,186867,0.797,0,"B",0.466,-4.666,"Major",0.0388,79.513,"4/4",0.534
"Blues","Movements","Losing My Religion","5pNRCnwwQZmluol3V1pR6e",52,7.5e-05,0.548,269947,0.898,2.12e-05,"B",0.298,-6.394,"Minor",0.0293,127.994,"4/4",0.704
"R&B","Meghan Trainor","Friends","4wiMHrvVktJvSmNeCPw5RS",46,0.0468,0.571,210387,0.669,0,"C",0.646,-4.319,"Major",0.0485,79.061,"4/4",0.287
"Hip-Hop","Kendrick Lamar","Complexion (A Zulu Love)","72hFOhhhnOJZnnp6uVOgPn",58,0.566,0.665,263360,0.558,4.57e-06,"D",0.219,-7.863,"Minor",0.303,89.953,"4/4",0.37
"Dance","4Minute","Crazy","7ehFSpcDs3PBExiLPwXQP9",63,0.00589,0.54,192400,0.929,4.01e-06,"G",0.424,-2.646,"Major",0.278,176.023,"4/4",0.624
"Hip-Hop","Kodak Black","Roll In Peace (feat. XXXTENTACION)","40oKW22ZNNkEdZLJTScaQI",82,0.0306,0.747,213132,0.524,0,"A#",0.2,-6.807,"Minor",0.245,140.053,"4/4",0.363
"Pop","Kanye West","All Of The Lights","22L7bfCiAkJo5xGSQgmiIO",75,0.0796,0.541,299613,0.803,1.71e-05,"C#",0.176,-3.284,"Major",0.0738,142.135,"4/4",0.221
"Jazz","Portico Quartet","Endless","2u9iBS6KFPz7CPenzUpXsm",56,0.182,0.389,265551,0.588,0.931,"A",0.127,-11.017,"Minor",0.0277,100.063,"4/4",0.101
"R&B","Kehlani","Love Language","4jM3c9KLTO9iZPm9A7neiL",70,0.124,0.582,213365,0.586,0,"C#",0.0866,-4.369,"Minor",0.0838,89.599,"4/4",0.698
"Hip-Hop","BROCKHAMPTON","VIVID","5DL2L5OuyZg1v2OWRAitFD",58,0.189,0.658,144280,0.641,0,"D",0.293,-4.836,"Major",0.234,80.917,"4/4",0.24
"R&B","Jack Garratt","Worry","5mLcaGVV89H58FWJ677E6K",60,0.169,0.585,242560,0.491,0.000317,"A",0.5,-10.083,"Minor",0.222,90.196,"4/4",0.343
"Reggaeton","Plan B","Amiga","3jZ9Q6rdOnKCZjuGgZSJoU",16,0.000853,0.786,137133,0.827,0.00552,"C#",0.0714,-3.931,"Minor",0.292,176.034,"4/4",0.838
"Blues","Leikeli47","Top Down","0PiSzbiHDBqNnNGjoQ8FX1",54,0.0981,0.766,232640,0.662,0.00576,"C#",0.124,-4.662,"Major",0.0313,125.995,"4/4",0.349
"Soul","Tamar Braxton","Prettiest Girl","39mtgwTcAPL6D1EUBIG381",41,0.5,0.492,249840,0.616,0,"G#",0.102,-5.323,"Major",0.188,153.293,"4/4",0.372
"Folk","Styx","Mr. Roboto","7C0rG4oWO7VeZcffyW1sK9",60,0.187,0.661,328707,0.493,0,"C#",0.0865,-12.007,"Major",0.0425,144.105,"4/4",0.355
"Classical","Erik Satie","3 Gymnopédies: No.1 Lent et douloureux","1FSA2rg9j9219nGJFTX9Zi",25,0.995,0.54,219000,0.00365,0.947,"G",0.0716,-36.472,"Major",0.24,138.75,"4/4",0.196
"Jazz","Tulus","Labirin","0pDmW5AOpl1Wi58Ob0xXB8",66,0.78,0.7,182656,0.486,2.1e-05,"A",0.105,-6.869,"Major",0.0369,96.059,"4/4",0.673
"Ska","Be Like Max","My Friends Are Alcoholics","3UBHTbZAy14ys1QE72krbe",14,0.00235,0.387,223031,0.953,0,"D#",0.577,-4.966,"Major",0.114,147.267,"4/4",0.552
"Reggaeton","Pancho Y Castel","Placer","2G52bIBVKRxRperM2OrF1U",20,0.101,0.739,264725,0.569,2.67e-06,"F#",0.289,-6.428,"Minor",0.0985,145.978,"3/4",0.35
"Rap","Ol' Dirty Bastard","Got Your Money (feat. Kelis)","6YYd5MLpu45J0uLrMdivF7",66,0.0516,0.934,239547,0.459,0,"C#",0.222,-7.654,"Major",0.189,103.04,"4/4",0.697
"Soul","Marvin Gaye","Distant Lover","5Xt3RUiOkiH2pGYtMTVeNS",45,0.379,0.468,255987,0.355,0.000301,"E",0.0545,-13.084,"Major",0.0276,141.976,"3/4",0.572
"Rap","Styles P","Good Times","7cFpB4ozcSwXuhqjvNbrbP",66,0.18,0.676,211493,0.762,0,"D",0.784,-7.483,"Major",0.313,81.745,"4/4",0.648
"Electronic","graves","Let Me Go","5FBx6y5TAh2hCedyg3uJmN",43,0.34,0.477,273720,0.745,0,"G#",0.119,-5.852,"Minor",0.0491,129.943,"4/4",0.188
"Soundtrack","John Williams","Lesson One","4BosUkCIZWxxShikgcilQb",36,0.935,0.144,129320,0.0759,0.845,"F#",0.311,-18.347,"Minor",0.0395,63.124,"4/4",0.103
"Pop","Andy Grammer","Honey, I'm Good.","4MflGTO2ZTcSQ12bWcyRgI",70,0.0324,0.752,199263,0.775,0,"A",0.351,-7.289,"Major",0.0546,122.014,"4/4",0.595
"Soundtrack","Gustavo Santaolalla","Si Puedes Perdonar","3SGypgzY5gC0K9ve9gfxll",42,0.946,0.4,104280,0.114,1.5e-06,"D",0.109,-13.997,"Minor",0.0671,188.503,"4/4",0.408
"Reggaeton","David Calzado y su Charanga Habanera","Gozando en la Habana - Remasterizado","7n6UamxncjagUCxB35MqMf",35,0.429,0.806,316307,0.851,0,"C",0.316,-5.73,"Major",0.0602,99.985,"4/4",0.886
"Reggaeton","Carlitos Rossy","Por Si Mañana","1qvbW6uFx9MC2XQo9fynnu",31,0.0994,0.738,233077,0.644,6.05e-06,"F",0.195,-6.929,"Minor",0.114,170.029,"4/4",0.676
"Hip-Hop","Young Scooter","No Features (feat. Kodak Black)","6KiuvDMb9NYZbLNsCACSTP",59,0.0435,0.826,208287,0.758,0,"F#",0.168,-5.616,"Major",0.0743,119.998,"4/4",0.41
"Alternative","Smino","HOOPTI","5deXgGdMVJ9udzS9eXYYeK",52,0.439,0.572,154700,0.581,0,"C#",0.181,-7.651,"Major",0.382,100.551,"4/4",0.313
"Blues","Default","It Only Hurts","1k0FCgVwb1jZR57ESOWUVa",61,0.000593,0.522,222707,0.777,0.258,"F",0.286,-4.047,"Major",0.0274,97.903,"4/4",0.502
"Electronic","Floex","Casanova","3C3ZfMwFPTsa3tIPKzQHmo",28,0.0179,0.559,350560,0.948,0.934,"B",0.0538,-6.734,"Minor",0.0328,95.002,"5/4",0.261
"Jazz","Portico Quartet","Ruins","7B1h0Com19ccdjU8ukJdD4",47,0.617,0.549,334040,0.566,0.814,"A#",0.0762,-9.545,"Major",0.0427,109.529,"4/4",0.122
"Children’s Music","Janelle Monáe","Crazy, Classic, Life","06EAtSDu3KSoi4fbA3ZjoB",58,0.0084,0.466,286627,0.706,0.00163,"F#",0.223,-7.943,"Minor",0.0544,101.009,"4/4",0.149
"Blues","Dr. Dog","Can She Dance","3ULiN0dKIhfq9Al2cZCjHg",52,0.0556,0.681,248000,0.487,0.0146,"B",0.0944,-9.886,"Major",0.0365,113.692,"4/4",0.567
"Ska","The Flatliners","Macoretta Boozer","2ubF66bHwgBnGpGyhwlWXp",23,3.35e-05,0.5,197960,0.986,0.0155,"E",0.595,-2.527,"Minor",0.0769,125.98,"4/4",0.348
"Hip-Hop","Gucci Mane","Bling Blaww Burr (feat. Young Dolph)","6D9pI41zawnPtidvPo9ViI",53,0.0474,0.867,205027,0.51,0,"C#",0.437,-6.163,"Major",0.161,118.02,"4/4",0.128
"Alternative","Young the Giant","It's About Time","7LDy0zN3tVio4sG4lRNtBg",49,0.00201,0.509,228240,0.906,0,"C#",0.0957,-3.971,"Minor",0.0498,139.932,"3/4",0.541
"Country","Jelly Roll","Hate Goes On","2MZyHeZDXnvF6TWfCw18wB",56,0.0612,0.736,163104,0.866,0,"B",0.0465,-5.714,"Minor",0.109,110.05,"4/4",0.646
"Rock","American Authors","Deep Water","1UGC7ZZGgriKyoYipPR2Ng",59,0.183,0.597,198093,0.626,0,"A#",0.132,-5.891,"Major",0.0468,125.074,"4/4",0.45
"Ska","Reel Big Fish","Where Have You Been","0YasAl6Sy316baSOg0KJzs",24,0.0264,0.507,239347,0.95,0,"C",0.194,-3.087,"Major",0.0689,98.048,"4/4",0.406
"World","Hillsong UNITED","Soon - Live In Australia/2009","4xJRpsCwP98mQpQeRGu5Iw",33,0.954,0.137,348107,0.195,0.00134,"D",0.0759,-14.115,"Major",0.0371,74.668,"4/4",0.139
"Soul","Corinne Bailey Rae","Is This Love","5FvapYqWK6TEuh4csYwQ9O",53,0.81,0.683,208636,0.333,0.00178,"G",0.211,-9.195,"Minor",0.0434,123.804,"3/4",0.329
"Soundtrack","Ramin Djawadi","I Dreamt I Was Old","3wTk9RX2HinNVMwrs9Zlau",34,0.733,0.137,136547,0.142,0.675,"F#",0.0762,-18.61,"Minor",0.0427,91.313,"3/4",0.0276
"Electronic","High Contrast","If We Ever - Unglued Remix","5lnCGe2IEKn1V2G3B5rzZQ",57,0.0535,0.663,317974,0.864,0.028,"G",0.389,-3.452,"Major",0.148,173.035,"4/4",0.28
"Children’s Music","BANKS","Lovesick","4Dbw1WDJ3uiwqQaSSCKbOM",54,0.553,0.325,200733,0.468,0.00194,"G",0.118,-11.036,"Minor",0.0849,98.311,"4/4",0.347
"Classical","Johann Pachelbel","Canon in D Major, P.37","1p8Po4X9rWvMOuGR2vhVI2",60,0.988,0.401,288853,0.125,0.939,"D",0.113,-17.954,"Major",0.0436,106.187,"4/4",0.216
