"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Opera","Giacomo Puccini","Puccini: Tosca, Act 1: ""Oh mio bel nido insozzato di fango!"" (Tosca, Scarpia) [Live]","5peslaf7zoEvCnp6P68LFu",8,0.97,0.207,98533,0.16,0.15,"G",0.173,-15.182,"Minor",0.0464,62.375,"3/4",0.07
"Rap","Big Sean","Voices In My Head/Stick To The Plan","2pzuU8vLaG8W1P31X65ZP9",57,0.147,0.473,242307,0.534,0,"C#",0.585,-8.622,"Major",0.249,145.166,"4/4",0.118
"Rap","Bone Crusher","Never Scared (feat. Killer Mike & T.I.) - Club Mix","4kmIO0yPq92dXtKCL28RfC",55,0.00924,0.586,316133,0.927,1.85e-06,"B",0.344,-4.077,"Minor",0.194,73.023,"4/4",0.528
"Ska","Less Than Jake","Johnny Quest Thinks We're Sellouts - Live","2brwQizHbu6qbCABcdG6fi",16,0.00944,0.35,171285,0.896,0.00288,"C#",0.204,-5.463,"Major",0.124,140.826,"4/4",0.593
"Ska","Authority Zero","Superbitch","6B8SWbaSk8uOTFku8vYMu6",30,0.0479,0.38,234400,0.994,0.00855,"C#",0.178,-3.016,"Minor",0.235,106.779,"4/4",0.584
"Movie","Julie Andrews","Country House (From Follies (1987))","6UNQUx4atq63l5KGL2t9kt",6,0.862,0.563,217000,0.209,0,"F",0.0872,-20.567,"Minor",0.446,165.295,"4/4",0.439
"Electronic","New Order","Bizarre Love Triangle - Extended Dance Mix","2hAch35sdBIIohme90PY26",25,0.0044,0.703,402200,0.892,0.272,"A#",0.267,-8.415,"Major",0.064,118.659,"4/4",0.869
"Dance","Julia Michaels","In This Place","2cOE7d35PyfAh9M7DglPk0",68,0.0419,0.405,201342,0.62,1.38e-05,"C",0.108,-6.806,"Minor",0.142,195.881,"4/4",0.48
"Reggaeton","Kevin Roldan","Macatraca (Contra la Pared)","2YWXw5VQNxbEU3UnugXby1",45,0.201,0.812,239096,0.701,0,"G",0.335,-5.936,"Minor",0.22,93.004,"4/4",0.568
"Rap","Kid Cudi","Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit)","5PX4uS1LqlWEPL69phPVQQ",74,0.0103,0.725,373627,0.688,0.00386,"C",0.0494,-5.233,"Major",0.0546,128.004,"4/4",0.609
"Dance","Kacey Musgraves","I Miss You","0jhixjwmzXDlbaV8Fl2Rvh",52,0.645,0.693,229987,0.459,2.53e-06,"C",0.346,-9.458,"Major",0.0278,116.009,"4/4",0.28
"Pop","Lana Del Rey","Brooklyn Baby","1NZs6n6hl8UuMaX0UC0YTz",66,0.542,0.404,351640,0.664,0.00402,"C#",0.11,-6.698,"Major",0.0407,107.747,"4/4",0.0949
"Hip-Hop","Arcangel","Millones","3AMjach3UjnwFdcx3q2hIF",58,0.064,0.858,334154,0.703,0,"B",0.121,-5.318,"Major",0.137,129.962,"4/4",0.293
"Soul","ODIE","In My Head","6JS7gLuqIg5uPELAYBwxEq",54,0.79,0.638,225830,0.214,0.000989,"C",0.147,-13.984,"Major",0.0292,80.989,"4/4",0.318
"Blues","Moon Taxi","Morocco","0ecM7uGyjgJnBliXS2fPP9",58,0.0169,0.617,208053,0.892,0.000202,"C#",0.224,-3.143,"Minor",0.0489,115.082,"4/4",0.596
"Children’s Music","Red Hot Chili Peppers","Slow Cheetah","06wTEKL2rSrSaOjFtgG8fj",59,0.082,0.39,319933,0.344,0.000141,"C#",0.0715,-7.804,"Major",0.0376,178.102,"4/4",0.244
"Indie","Cage The Elephant","Telescope","0tkBOcK7oRVXQJY97zzSvr",59,0.273,0.588,228293,0.481,1.33e-05,"C",0.0986,-4.801,"Major",0.0285,93.568,"4/4",0.176
"Anime","Hollywood Undead","Dead Bite","5qnF4Ss6NHiUX45HryKEol",54,0.0901,0.665,218267,0.908,0,"C",0.917,-4.562,"Major",0.127,96.039,"4/4",0.653
"Electronic","Björk","Play Dead","571ehsfce4PG7twZJiCo0K",32,0.000241,0.509,235827,0.646,0.0507,"A#",0.0932,-6.662,"Minor",0.0269,77.335,"4/4",0.374
"Movie","Dorothée","La petite fille et les oiseaux","3HaUyzExpHphfj6tdXeAhb",1,0.577,0.585,230227,0.357,1.21e-06,"C",0.0818,-13.296,"Major",0.0303,138.018,"4/4",0.573
"Country","BlackHawk","I Sure Can Smell the Rain","6sIWKuWesxq1dn7T5APFX2",45,0.226,0.572,217427,0.403,6.03e-06,"E",0.158,-11.675,"Major",0.0266,77.958,"4/4",0.416
"Indie","Regina Spektor","You've Got Time","1vDMGBzqLJWZC5UzePDURw",55,0.00464,0.321,189480,0.955,0.00897,"A#",0.269,-2.749,"Minor",0.146,167.467,"4/4",0.331
"Soundtrack","James Newton Howard","District 12","1GhUhmwiVY09z88qd0g6U7",33,0.72,0.121,203973,0.0051,0.511,"A",0.0974,-35.507,"Major",0.0395,66.886,"4/4",0.0337
"Comedy","Richard Pryor","Inebriated - Remastered","7sRr4dx7Va9e4aJp05a0LB",22,0.807,0.543,354507,0.856,0,"F#",0.978,-12.075,"Major",0.928,107.65,"4/4",0.11
"Country","Toby Keith","A Little Too Late","5djhyxT7ZIzM1rP2XE2ygb",39,0.188,0.408,248040,0.752,3.92e-05,"B",0.141,-5.725,"Major",0.0478,201.713,"4/4",0.604
"Opera","Agnes Baltsa","To Treno Fevgi Stis Okto (The Train Leaves At Eight)","7r18eYzJtSYKPsVOhacXhh",34,0.975,0.266,234480,0.127,0.0189,"E",0.683,-19.812,"Minor",0.0456,78.297,"4/4",0.098
"Pop","SoMo","Wild Heart","06UTqvY1hXxjMgxnHrCwNe",56,0.616,0.678,174000,0.49,0,"C#",0.102,-8.933,"Minor",0.0844,124.015,"4/4",0.507
"Indie","Thom Yorke","Suspirium","0rlfGg5Ym6J9AA97ah7voH",62,0.989,0.473,201768,0.217,0.905,"C#",0.134,-15.662,"Minor",0.032,151.002,"3/4",0.441
"Soundtrack","Jeremy Soule","Aurora","2jd20t5nkaFrEbTPJNXDzi",48,0.978,0.145,441463,0.0517,0.904,"F#",0.101,-26.989,"Major",0.042,138.785,"5/4",0.0309
"World","John Mark McMillan","How He Loves - Live","0yl95NPsjLkevL3FtzChpb",36,0.0449,0.334,287027,0.771,8.39e-05,"C",0.964,-7.87,"Major",0.0915,151.973,"3/4",0.222
"Children’s Music","Danger Doom","Sofa King","7HkDRGZ7Xa9jho4XmMa5PQ",47,0.0113,0.71,177067,0.587,4.62e-06,"B",0.44,-8.939,"Major",0.277,94.002,"4/4",0.84
"Rock","James Bay","Move Together","0GDQXt7qRJIDDUmcufomrU",52,0.717,0.556,275493,0.298,1.66e-05,"A#",0.141,-10.842,"Major",0.0344,130.598,"3/4",0.278
"Children’s Music","Nothing But Thieves","If I Get High","3O2pB9JHreUZ9F83qSNmu8",56,0.0104,0.441,206560,0.57,0.0146,"E",0.123,-5.584,"Major",0.032,139.876,"4/4",0.117
"Alternative","Parkway Drive","Romance Is Dead","6Q9XnZPl7qbvvYV3UBz6bP",49,0.000447,0.221,317907,0.924,0.0068,"F#",0.389,-4.57,"Minor",0.123,146.797,"4/4",0.154
"Indie","Speedy Ortiz","No Below","6rh7tCci9IVYbEvLwLuXgz",48,0.116,0.498,223800,0.401,0.0378,"A",0.109,-9.043,"Major",0.0304,111.88,"3/4",0.297
"Opera","Vincenzo Bellini","Norma / Act 2: Mira, o Norma","6bZ7SdiZmIC9RXdp77iaz1",20,0.982,0.245,313827,0.068,0,"D#",0.648,-22.656,"Major",0.0758,71.581,"5/4",0.0395
"Folk","Ray LaMontagne","Such A Simple Thing","1fYouLdK3PkOMPnx4CPxTY",72,0.86,0.522,296387,0.256,0.000825,"A#",0.142,-11.216,"Major",0.0258,76.35,"4/4",0.13
"Soundtrack","Hans Zimmer","Rise Up In Faith","1GMrZfQj57kgvIRQDRg6OT",22,0.864,0.0844,164920,0.516,0.0516,"C#",0.0881,-8.737,"Minor",0.0451,76.329,"4/4",0.0331
"Children’s Music","Run The Jewels","Panther Like a Panther (Miracle Mix) [feat. Trina]","76TPfVMRdL8SpAzWPC9iUr",50,0.0754,0.68,221173,0.734,0,"F",0.0787,-6.771,"Major",0.284,163.847,"4/4",0.757
"Movie","Jodi Benson","Hallelujah","3TpdzaOABCTaAcDRtTFuOl",14,0.91,0.488,160507,0.454,0.0119,"D",0.233,-9.499,"Minor",0.0266,106.051,"3/4",0.229
"Rock","Panic! At The Disco","Northern Downpour","49SL9f1Kz73p0bzsNPTY4l",60,0.0643,0.47,247773,0.474,0,"F",0.0645,-9.406,"Major",0.0262,170.173,"4/4",0.241
"Soul","Aaliyah","I'm So into You","2BbQmjiUDHPBghItmFXl9d",46,0.314,0.697,205693,0.536,0.00303,"A#",0.344,-9.113,"Minor",0.03,99.972,"4/4",0.734
"Pop","Fall Out Boy","Thnks fr th Mmrs","3Zwu2K0Qa5sT6teCCHPShP",76,0.00539,0.459,203507,0.884,0,"A#",0.107,-5.005,"Minor",0.0644,154.868,"4/4",0.615
"Classical","Pyotr Ilyich Tchaikovsky","Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso - Allegro con spirito","5Ng1SKd2eh87wg3MPsWmcN",43,0.981,0.308,1322267,0.15,0.873,"C#",0.251,-18.588,"Major",0.0385,135.694,"3/4",0.047
"Soundtrack","Trevor Rabin","Treasure","2X42kkAi74tp2Je6OuML6c",32,0.412,0.156,218947,0.0923,0.883,"D#",0.19,-16.961,"Major",0.0365,71.201,"3/4",0.036
"Comedy","Jay Mohr","My Boys Should Be Renamed Cock and Block (Live)","5Sztfjwc7tkFr2l4LJl2p1",10,0.872,0.557,170837,0.539,0,"F",0.628,-20.253,"Major",0.942,77.673,"3/4",0.22
"Soundtrack","John Williams","The British Grenadiers","2PKGX7glf9mutxRlwrusZd",33,0.172,0.461,149427,0.0868,0.795,"C",0.133,-32.601,"Minor",0.0567,109.622,"4/4",0.0326
"Movie","Voctave","You're a Mean One, Mr. Grinch","6laHM2zNPV2iJCj4sQsyDZ",21,0.93,0.431,202525,0.314,0,"D",0.342,-12.142,"Major",0.0504,82.651,"3/4",0.363
"Opera","Franz Schreker","Der ferne Klang: Act III: Zwischenspiel","3rPsrmdQkua16ZeXfYP4D6",10,0.925,0.12,481453,0.0755,0.718,"G#",0.311,-23.098,"Minor",0.0377,81.234,"4/4",0.0365
"Comedy","Lewis Black","Terry Schiavo","0F9XGdRIejgwJKqeVHT0sJ",17,0.783,0.552,394133,0.821,0,"C#",0.743,-9.182,"Minor",0.936,66.389,"3/4",0.0488
"Country","Kitty Wells","It Wasn't God Who Made Honky Tonk Angels","0q8Uhy2iktBKJMsCfJaWMj",39,0.739,0.595,153867,0.226,0,"A",0.333,-10.708,"Major",0.0289,137.488,"4/4",0.774
"Alternative","The Mowgli's","Mr. Telephone","7yv95UvuHJ2ZIwf9wBgr0x",33,0.329,0.674,201483,0.885,0,"A#",0.0614,-5.843,"Major",0.0515,112.022,"4/4",0.757
"R&B","SoMo","Lines","1VDpvB9tlSzWqJROC817lg",43,0.443,0.378,176410,0.488,0,"A",0.27,-10.297,"Major",0.339,159.991,"5/4",0.133
"Soul","Babeheaven","Your Love","43b8Y7I70vwLrjUnV0XVqv",41,0.8,0.446,207693,0.36,5.03e-05,"F",0.248,-9.005,"Major",0.0391,149.957,"4/4",0.102
"Alternative","Jaymes Young","Northern Lights","1wmV3QBS7ip0UCyG6g5a25",53,0.119,0.593,237034,0.636,0.00152,"G",0.0785,-9.068,"Major",0.0356,89.967,"4/4",0.426
"Opera","Maria Callas","La Wally (1997 Digital Remaster): Ebben?...Ne andrò lontana","21GgDK5XhuAyUoenrKeTey",33,0.98,0.119,292533,0.153,0.0607,"C",0.133,-11.845,"Major",0.0484,70.712,"3/4",0.0377
"Ska","The Interrupters","This Is The New Sound","3zSlIRqeY1bjTA4JNRskkB",37,0.23,0.421,150160,0.988,0.00616,"G",0.512,-0.529,"Major",0.205,175.495,"4/4",0.882
"Soundtrack","Mark McKenzie","Prayer Changes Everything","0v04e4LhVvlAxlV4FtqtaZ",24,0.827,0.0866,347160,0.228,0.934,"C",0.0843,-13.258,"Major",0.0359,84.251,"4/4",0.0382
"Hip-Hop","Kevin Gates","Money Long","4eUsMWZO1Dpc0lQp4JsKXa",65,0.222,0.784,169459,0.711,0,"D",0.377,-2.465,"Major",0.245,148.111,"4/4",0.461
"Anime","Casting Crowns","Jesus, Friend Of Sinners","2ex0hGTbxQBBmKEpPwzxOt",47,0.148,0.396,338133,0.695,0,"A#",0.201,-5.492,"Major",0.0411,147.582,"4/4",0.303
"Electronic","The KLF","Justified & Ancient - Stand by the Jams","1XAZlnVtthcDZt2NI1Dtxo",35,0.0158,0.617,216271,0.872,0.112,"G#",0.408,-12.305,"Major",0.048,111.458,"4/4",0.504
"Rap","$uicideBoy$","Uglier","4BokBfizR66UJyJYEFgW8M",54,0.256,0.666,158302,0.507,1.46e-05,"C#",0.167,-7.104,"Major",0.248,181.983,"4/4",0.0949
"Reggaeton","Calle 13","Baile De Los Pobres","6sKKGGCuMDKiP9HProsMah",61,0.138,0.686,207987,0.84,2.35e-06,"B",0.133,-6.265,"Minor",0.164,179.939,"4/4",0.492
"Country","Cody Johnson","Cowboy Like Me","0lFIuJQwPjFH9U7ddeSuPq",51,0.357,0.563,302124,0.397,2.35e-06,"D",0.123,-8.171,"Major",0.0761,127.911,"3/4",0.583
"Pop","Kevin Gates","Right Game Wrong N****","5DbIxurVkaHTfrS1BsMj8i",66,0.116,0.568,173419,0.643,3.57e-05,"F",0.14,-6.035,"Minor",0.279,103.353,"5/4",0.708
"Hip-Hop","Kevin Gates","One Thing","6zvsh5ev7zJ8gz96bfBnZx",61,0.00892,0.733,199307,0.602,0,"C#",0.0691,-7.144,"Minor",0.28,140.006,"3/4",0.308
"Soundtrack","John Williams","Entry into the Great Hall and the Banquet","0UDSwgomgI5bK1x1eYeBez",50,0.958,0.173,222093,0.0469,0.849,"G",0.36,-29.795,"Major",0.0369,79.989,"4/4",0.0535
"Rap","Common","The Light","5fybLNY2eBRnEGg8SUW6yk",57,0.114,0.934,243587,0.649,1.71e-06,"G",0.0807,-6.465,"Major",0.266,97.026,"4/4",0.685
"Hip-Hop","Snootie Wild","Made Me","44DNRbTlkVXL80mZa2XwZl",47,0.0389,0.856,194747,0.719,9.03e-06,"A#",0.0935,-6.519,"Minor",0.0746,146.032,"4/4",0.37
"Reggae","Natiruts","I Love (feat. Morgan Heritage)","2AjdmsnHJO3FvGvh3giPT0",59,0.258,0.655,207494,0.653,3.18e-06,"E",0.0673,-7.229,"Major",0.063,93.999,"4/4",0.592
"Movie","Terry Gilkyson","The Song Of The Seeonee - Demo","2GOMcHI3LCHvvBjljA3y58",10,0.979,0.555,147520,0.0768,0.00155,"E",0.224,-17.206,"Major",0.045,102.308,"4/4",0.354
"Comedy","Redd Foxx","Little Red","1uuQdSClKjtfRoHLgqEB2c",8,0.98,0.685,89480,0.438,0,"G",0.678,-12.35,"Minor",0.9,72.096,"4/4",0.681
"Blues","Caloncho","Palmar","1INtYY3PE2RP7NrhHOsBaz",66,0.795,0.859,193626,0.495,0.193,"G",0.272,-8.935,"Major",0.0388,134.012,"4/4",0.765
"Opera","Giacomo Puccini","Madama Butterfly, Act II: Un bel di vedremo","5ngGqPApX9w5vTNIOZmHEZ",18,0.988,0.176,270693,0.123,7.78e-05,"C#",0.0823,-16.237,"Major",0.0459,82.558,"4/4",0.0674
"Reggae","Michael Franti & Spearhead","Soulshine","4zPpEhSg0H61vRP2H6dnFZ",29,0.411,0.686,241267,0.926,0.00484,"F#",0.08,-5.329,"Major",0.0965,92.031,"4/4",0.94
"Indie","Fleet Foxes","He Doesn't Know Why","0g4PeGxMoI44u5VGfhhNud",50,0.256,0.507,200493,0.556,4.56e-05,"C#",0.339,-5.53,"Major",0.0297,93.951,"4/4",0.464
"Electronic","Moderat","This Time","7qVOmh5lZiywT9ayOrNiei",24,0.303,0.27,345773,0.335,0.927,"B",0.0876,-12.098,"Minor",0.034,115.023,"4/4",0.0375
"Rap","Afroman","She Won't Let Me Fuck","5HRO58hfVhTpGR87AzHaBa",53,0.253,0.928,361173,0.447,0,"G",0.0618,-8.392,"Major",0.385,99.953,"4/4",0.748
"Soundtrack","James Newton Howard","Relieve Him of His Wand / Newt Releases the Thunderbird / Jacob’s Farewell","4LBJx57ztXJcHgBDrNpGzI",37,0.907,0.0788,753209,0.0885,0.877,"F",0.0994,-18.207,"Major",0.039,81.126,"4/4",0.034
"Jazz","Marlena Shaw","California Soul - Diplo Remix","6IZ12o7ZyCJu8rCEGwoWKN",40,0.0292,0.615,246813,0.762,0.00122,"C#",0.0823,-6.213,"Minor",0.0593,94.322,"4/4",0.516
"Pop","Phoebe Bridgers","Killer + The Sound","1xuA8vy1KA1cfP5UQ7NYSS",60,0.982,0.397,475187,0.0998,0.00476,"C",0.1,-15.431,"Major",0.0371,127.362,"4/4",0.105
"Opera","Gaetano Donizetti","Donizetti: La fille du Regiment: La, la, la... - Marie, Chorus, Tonio, Sulpice - Act One","7oWIbxhQvIOfqnjFPjT387",8,0.951,0.338,226107,0.218,0.0494,"C",0.752,-17.945,"Major",0.106,87.155,"3/4",0.0721
"Comedy","Ricardo Pérez","Cuando Dora Cruzó La Frontera","7EYdLVrKqugwzg7c8i2S3W",24,0.864,0.494,240393,0.626,0,"E",0.729,-11.002,"Major",0.942,68.454,"4/4",0.688
"Classical","Blind Guardian","Fly","7froaf5dznzfMDpceMY9eG",36,0.00937,0.529,345783,0.938,0.0203,"G#",0.0488,-4.625,"Minor",0.155,117.988,"4/4",0.193
"Children’s Music","Smino","blkswn","1BFFcF83SmsS6cKBLZGjkc",60,0.313,0.716,172561,0.382,0,"C#",0.0836,-9.158,"Major",0.3,106.763,"4/4",0.49
"Opera","Mirella Freni","Turandot: Tu, che di gel sei cinta","1TKtvZHdU3S5EnMuRkAej9",26,0.988,0.284,151280,0.169,0.000135,"B",0.111,-13.818,"Major",0.0448,87.051,"4/4",0.0422
"Rock","Better Oblivion Community Center","My City","1BFgrWeTgJUaxfxY7HVlrm",59,0.00241,0.564,244360,0.72,7.47e-05,"A#",0.0861,-8.428,"Major",0.0282,85.426,"4/4",0.507
"Classical","Jóhann Jóhannsson","Forces of Attraction","6YjNHauEMtw8cWsOnoBUf3",45,0.894,0.508,123158,0.126,0.867,"G",0.102,-20.839,"Major",0.0374,103.993,"4/4",0.399
"Country","Morgan Wallen","Yin Yang Girl","1jYHeWuwdAcaI7D97GTxF2",43,0.0912,0.528,207827,0.904,0,"C",0.0424,-4.939,"Major",0.0387,170.048,"4/4",0.757
"Soundtrack","Nick Glennie-Smith","The Moon Beckons","56qapkyi4PQ1gkkkuhs1oC",34,0.421,0.192,135048,0.205,0.92,"F",0.338,-14.772,"Minor",0.0376,82.465,"3/4",0.035
"Soundtrack","James Horner","Jake enters his avatar world","4z7eCvmfzkPIAgRkjgBZ8F",38,0.536,0.216,324520,0.0822,0.521,"G",0.14,-26.432,"Major",0.0491,101.021,"3/4",0.0439
"Rap","Pete Rock & C.L. Smooth","The Creator","0vDgtmc5vMDyE69oYnAbUm",55,0.21,0.826,283813,0.491,0.0729,"A",0.0929,-11.264,"Major",0.165,115.998,"4/4",0.617
"Jazz","Tommy Guerrero","The Lone Pistolero","4YteGOKPg2av41h9AYFE1D",32,0.322,0.671,200224,0.79,0.86,"A",0.137,-6.028,"Minor",0.0306,82.449,"4/4",0.966
"Anime","Third Day","God of Wonders","0TkFpOjGJCjmXJyDHC56Sh",49,0.182,0.388,279173,0.888,0,"A#",0.961,-3.169,"Major",0.0402,83.447,"4/4",0.432
"Children’s Music","IDLES","Danny Nedelko","1uihOJbHkJJlDwUUOa0yqu",45,0.000274,0.207,204844,0.931,0.00387,"F#",0.243,-4.452,"Major",0.083,204.227,"4/4",0.324
"Blues","Red Hot Chili Peppers","Funky Monks","68uWKoPwSxYE6DVylRA1XI",52,0.00168,0.567,323333,0.659,0.00158,"C",0.0513,-10.635,"Major",0.0499,90.519,"4/4",0.61
"World","Tinariwen","Ténéré Tàqqàl","31bEtxaecI7LQqwsTL4NxH",32,0.615,0.732,265600,0.446,0.892,"D",0.0824,-12.037,"Major",0.0458,134.896,"3/4",0.702
"Children’s Music","Passion","One Thing Remains","1bVVKpdOuQ77Ti3kcTdfTy",56,0.00497,0.428,239613,0.73,0,"B",0.244,-4.435,"Major",0.0286,147.976,"4/4",0.161
"Comedy","Bill Hicks","It Seemed so Plausible","7L0jpDz3dFKaXpVm2itIVl",18,0.855,0.357,328828,0.974,0,"F#",0.749,-9.107,"Major",0.761,128.971,"3/4",0.0755
"Jazz","Dean Martin","Hey Brother, Pour The Wine","3qLhJr9raF4MeprdawyZqg",41,0.932,0.482,157600,0.326,0,"C",0.11,-10.664,"Major",0.0382,116.315,"4/4",0.479
"Pop","Zedd","Happy Now","4keoy2fqgwGnbWlm3ZVZFa",85,0.579,0.503,207030,0.741,1.49e-06,"E",0.0712,-5.128,"Major",0.047,88.335,"3/4",0.458
"Blues","PVRIS","Fire","7BBkQ6VRl860bWchY1yXZe",49,0.00333,0.526,229093,0.818,0,"E",0.192,-6.364,"Minor",0.0488,138.028,"4/4",0.258
"Soul","Marvin Gaye","Save The Children","4lqpGLAsSIrfqvM9zcxqhO",40,0.52,0.273,242587,0.71,1.09e-05,"A",0.514,-6.872,"Minor",0.0423,97.568,"4/4",0.597
"Soul","Kut Klose","I Like","0ymLvEYKBKRlJbGwAZhOqg",44,0.378,0.705,258893,0.439,1.75e-05,"F#",0.0654,-10.246,"Major",0.0263,112.397,"4/4",0.65
"Movie","Randy Newman","Blueberry Pancakes","6zMLAhOD0eBOqNkdf1hLHY",18,0.994,0.658,53733,0.208,0.936,"F",0.104,-14.641,"Major",0.0555,115.191,"4/4",0.48
"Indie","Tigers Jaw","Gypsy","29ASvTDYy1PtnoGyHvijFK",48,0.0536,0.61,265239,0.7,0.00243,"F",0.14,-7.988,"Major",0.0286,135.021,"4/4",0.643
"Anime","DREAMERS","Cry Out for Me","6ktLXrudYZ8PjQvu2Ncoth",48,0.000299,0.627,194293,0.776,5.02e-05,"G",0.498,-3.52,"Major",0.0253,130.003,"4/4",0.686
"Soundtrack","Mark Mancina","Sails to Te Fiti","3XBQciUm8idlYY3XoxlTiC",46,0.427,0.248,346307,0.671,0.858,"C",0.0806,-10.295,"Major",0.148,77.255,"4/4",0.163
"Comedy","Christopher Titus","Owning a Human","29TS258YxgPwCYSftWlLdI",28,0.95,0.611,356208,0.616,0,"A",0.706,-19.033,"Major",0.937,114.55,"3/4",0.313
"World","Don Moen","I'll Say Yes!","4UpEv5EyR5NPZLlKC2GNxx",38,0.401,0.49,319653,0.87,0,"C",0.69,-3.754,"Major",0.0552,92.928,"4/4",0.562
"Hip-Hop","2Pac","Changes - Greatest Hits Version","1fkBsauD5gmsrjvf0f5VYn",54,0.0459,0.859,268960,0.676,0,"G",0.239,-6.099,"Major",0.0714,111.107,"4/4",0.329
"Jazz","Stetsasonic","Talkin' All That Jazz","0dyNjjb5cFcW44LhhlZgJf",41,0.00096,0.83,288053,0.817,0.000677,"E",0.112,-6.539,"Minor",0.077,107.908,"4/4",0.622
"Ska","Nonpalidece","Ha de Ser","5FimDdSkRAgrutwL2Rdpgk",39,0.18,0.821,203773,0.558,0,"F#",0.0704,-7.473,"Minor",0.053,126.988,"4/4",0.825
"Hip-Hop","21 Savage","FaceTime","55GLc4nywcX4aIlOcx1u06",63,0.219,0.701,239160,0.624,0,"A#",0.107,-11.115,"Major",0.306,93.024,"4/4",0.383
"Electronic","Skee Mask","Routine","2hac4yOfxASpIs7Vql7cNB",37,0.0573,0.511,344982,0.793,0.9,"F",0.103,-10.596,"Minor",0.0947,118.635,"4/4",0.0371
"Opera","Joseph Calleja","Bésame Muché : Bésame Mucho","66iMbl3gTZYWEeWYK4U4dO",29,0.965,0.224,191093,0.355,0.245,"G",0.382,-11.066,"Minor",0.0391,170.308,"5/4",0.362
"Opera","Gaetano Donizetti","L'elisir d'amore / Act 1: ""Benedette queste carte!""","2AruU2ubgpeqOYhbE2o7pe",9,0.962,0.339,281493,0.0993,6.37e-06,"E",0.496,-21.953,"Major",0.135,71.573,"3/4",0.0791
"Movie","Henri Salvador","Re-Bonjour","2p3af5cd9nIvVb29U1CA6O",0,0.988,0.681,161840,0.0741,6.24e-05,"D",0.111,-16.061,"Minor",0.0873,130.833,"4/4",0.444
"Rap","Wiz Khalifa","You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign)","1eL8wZKx7CVJVbZG12becL",60,0.126,0.783,186373,0.662,0,"G",0.101,-6.124,"Major",0.0415,96.987,"4/4",0.523
"Comedy","Katt Williams","Bitch-n's","5CjRgvsyQ6so5iKHkMZ0uH",19,0.851,0.663,246114,0.581,0,"B",0.933,-13.227,"Major",0.889,113.091,"4/4",0.563
"Hip-Hop","Tyga","Ja Rule & Ashanti","76nmX4bM6Xfm99faEuXfOp",61,0.0332,0.817,200727,0.589,1.29e-06,"A#",0.113,-6.759,"Minor",0.0486,110.01,"4/4",0.427
"R&B","Pleasure P","Rock with You","7GChr3qNhTYzKmoYnBpRA7",56,0.0645,0.694,256154,0.702,0,"G#",0.155,-4.63,"Major",0.0605,130.109,"4/4",0.495
"Soundtrack","Thomas Newman","Wow","06NpidxT6Rx4Uz2LCEuk8X",45,0.949,0.233,151440,0.0611,0.923,"F",0.121,-25.265,"Major",0.0368,88.085,"5/4",0.0447
"Rock","Green Day","Having a Blast","0eUJzAGs9OKSOmLVpsng7e",56,0.00181,0.449,164667,0.938,0,"C#",0.353,-6.36,"Major",0.0455,89.695,"4/4",0.825
"Dance","Paula Abdul","Rush Rush","015qd1I4v00JIoK7yOUgKC",61,0.763,0.706,292933,0.44,0,"E",0.0958,-11.577,"Major",0.0493,90.012,"4/4",0.395
"Hip-Hop","A.R. Rahman","Jai Ho! (You Are My Destiny)","7Kpqjspw4Y7HrvItIRcBiW",64,0.0548,0.653,222400,0.942,1.06e-06,"G#",0.0699,-3.858,"Minor",0.0609,136.198,"4/4",0.895
"Anime","CZARFACE","Bomb Thrown","46efwIlSpvdURIubZCs3jC",52,0.0303,0.574,272245,0.593,0.157,"C",0.369,-9.942,"Minor",0.375,176.243,"4/4",0.392
"R&B","Mary J. Blige","I Don't Want To Do Anything","7pFAycgyex95RR5uLFxDfd",43,0.0933,0.517,349667,0.741,0,"B",0.636,-6.757,"Minor",0.0412,139.936,"4/4",0.455
"Blues","The Neighbourhood","1 of those Weaks","7BerVNuvBA1li04pN4XK7D",52,0.319,0.68,194333,0.602,0.000344,"D",0.103,-6.875,"Major",0.198,82.538,"4/4",0.313
"Hip-Hop","Wintertime","Thru It All","55z7wYK6h7K1QdIJk5IdB3",49,0.617,0.917,258104,0.267,1.09e-05,"C",0.109,-11.099,"Minor",0.347,119.984,"4/4",0.516
"Movie","Mack David","But It Didn't Mean a Thing - 1989 Remastered","03psQmA6uTq4KEPvUC2gPo",2,0.77,0.584,164400,0.419,0.0132,"F",0.0673,-11.762,"Major",0.0528,142.937,"4/4",0.734
"Classical","Ludwig van Beethoven","Violin Sonata No. 2, Op. 12 No. 2: I. Allegro vivace","7pWAQdEEV7FuoLNbTQoBJA",17,0.99,0.452,345693,0.114,0.734,"E",0.092,-23.272,"Major",0.0446,89.489,"4/4",0.375
"Pop","Pierce The Veil","Hold On Till May","5u2FOoFhp495GIj5BJC77J",58,0.000554,0.427,278587,0.904,0.000363,"D#",0.0738,-3.753,"Major",0.0577,145.96,"4/4",0.318
