"genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"Soundtrack","Nicholas Hooper","Into The Rushes","3ZSnutJKWrP2TNUuC1wrfU",34,0.507,0.146,153133,0.092,0.911,"C",0.132,-26.478,"Major",0.0435,180.227,"5/4",0.0435
"Comedy","Whitney Cummings","Makeup","4S1YJ2XJyj0rx3TkEMqDcP",25,0.847,0.598,263648,0.942,0,"F#",0.52,-3.942,"Major",0.84,94.198,"4/4",0.287
"Country","Chris Stapleton","Second One To Know","0oTGa77jJ1H5joTG5SvxFj",59,0.0244,0.527,176067,0.893,0.000753,"C",0.343,-6.061,"Minor",0.0396,96.73,"4/4",0.892
"R&B","Chris Brown","Make Love","3zo93Swpm7wIkLJEFc1DIL",56,0.0868,0.581,230200,0.579,0,"A",0.312,-5.866,"Major",0.036,60.991,"4/4",0.852
"Reggae","Michael Franti & Spearhead","Crazy For You","0AMCrMfidNGg46HjJcqVJk",37,0.101,0.618,219187,0.929,0.000128,"G#",0.128,-4.13,"Major",0.0513,90.01,"4/4",0.609
"Reggae","Ocean Alley","Jellyfish","75TxZCondxS3O88STIM3I8",49,0.893,0.579,164426,0.315,0,"D",0.0822,-9.483,"Minor",0.0294,97.95,"4/4",0.374
"Rock","Pepper","Stormtrooper","1dF2rAqckKsi5DJqil4KGT",50,0.0131,0.698,327493,0.524,9.22e-05,"F#",0.27,-6.69,"Major",0.0362,73.597,"4/4",0.566
"Reggaeton","Jory Boy","De Ti Depende (feat. Plan B)","6eeqHHTCZjFiexBCTNZqff",42,0.568,0.611,235652,0.837,0,"F#",0.0564,-4.458,"Minor",0.0898,176.096,"4/4",0.566
"Hip-Hop","BADBADNOTGOOD","In Your Eyes","3ASXl6RsPDxZElS8Qmv2UB",58,0.43,0.495,247055,0.533,0.000672,"C",0.106,-5.802,"Minor",0.0295,79.71,"4/4",0.424
"Folk","Ben Howard","Empty Corridors - Live","1poYgV2T1E488kAgofhHZM",49,0.309,0.477,326067,0.529,0.000492,"E",0.7,-9.59,"Minor",0.0423,142.69,"4/4",0.249
"Comedy","Tommy Johnagin","Marry a Chick with a Baby","5HtKyZLqKhmgdnddXD8INU",23,0.867,0.474,291000,0.509,0,"E",0.851,-16.381,"Major",0.949,75.762,"3/4",0.557
"Jazz","Denis Solee","Do You Know the Way to San Jose","5ggz7NblSQnbFSGfuQEnu8",41,0.871,0.64,246067,0.266,0.907,"A#",0.096,-15.493,"Major",0.0484,76.786,"4/4",0.749
"R&B","Eric Bellinger","Drive By","1kEINOBYcSCQ5RwkP65g2A",63,0.648,0.415,178587,0.616,0,"C#",0.0974,-8.009,"Minor",0.205,128.088,"4/4",0.484
"Rock","The Expendables","Bowl For Two","260F1LrhRMiuXOZIaypMZd",62,0.0749,0.728,283427,0.5,5.84e-06,"E",0.108,-6.214,"Minor",0.0344,138.528,"4/4",0.382
"Opera","Lesley Garrett","O Mio Babbino Caro","0cxXdpPflXI6XpU3wwX0yZ",8,0.943,0.267,144080,0.286,0.00067,"G#",0.116,-12.064,"Major",0.0404,69.04,"5/4",0.0586
"Blues","Kali Uchis","After The Storm (feat. Tyler, The Creator & Bootsy Collins)","1otG6j1WHNvl9WgXLWkHTo",71,0.301,0.702,207455,0.659,0.00201,"E",0.218,-6.766,"Minor",0.13,79.64,"4/4",0.843
"Hip-Hop","Drake","10 Bands","12d5QFwzh60IIHlsSnAvps",67,0.23,0.835,177733,0.756,0,"G",0.0801,-3.789,"Major",0.382,173,"4/4",0.87
"Anime","Future Islands","Ran","5GxeKtNdjSVAZTfxSsnXhF",57,0.00252,0.465,205587,0.701,0.0447,"G",0.0683,-6.828,"Minor",0.0337,144.931,"5/4",0.38
"Jazz","Glenn Miller","Knit One Purl Two","71NkrjAmItCpmtpMzljlDv",38,0.962,0.424,161733,0.129,0.0404,"D",0.203,-11.631,"Major",0.0308,69.812,"4/4",0.314
"R&B","Jay Park","Ask Bout Me","04mbO4lAcH5X1OZHLzGUvH",46,0.0492,0.803,204480,0.803,2.96e-05,"C",0.0826,-2.866,"Major",0.115,171.91,"4/4",0.677
"Soundtrack","John Williams","Mr. Longbottom Flies","15HDD8NNnaehHObrpu6pY7",50,0.88,0.159,215133,0.0972,0.883,"G",0.113,-21.904,"Minor",0.0367,83.144,"4/4",0.0939
"Pop","Big Thief","Shark Smile - Edit","4rCrSoFxqRFmnHQyFGlkbA",59,0.0769,0.688,194760,0.737,0.641,"F#",0.114,-9.31,"Minor",0.0678,131.042,"4/4",0.666
"Rock","Pink Floyd","Run Like Hell","0EaLRxrtnq7Mqhdf8q9txr",60,0.0235,0.716,263573,0.499,0.449,"A",0.86,-15.457,"Major",0.0354,116.974,"4/4",0.42
"Anime","DON BROCO","Everybody","12ohAUYWLfBbCODpsIYJQ4",54,0.00513,0.613,200720,0.916,4.3e-05,"G#",0.228,-3.49,"Major",0.0753,122.068,"4/4",0.527
"Opera","Gioachino Rossini","William Tell: Overture - Remastered","3nyHPfabQz1U57OoTyOP8C",11,0.871,0.138,723240,0.123,0.33,"E",0.0943,-15.794,"Major",0.0492,84.717,"4/4",0.114
"Indie","Aldous Harding","The Barrel - Edit","5ptT7iorqwpxAtZzVuIei0",58,0.743,0.738,219511,0.423,7.96e-05,"B",0.119,-8.192,"Major",0.0332,87.066,"4/4",0.612
"Children’s Music","Justin Townes Earle","Harlem River Blues","705t4FIT7itZwAyFKt3krq",51,0.0325,0.475,168613,0.705,0,"G",0.0693,-6.538,"Major",0.0619,155.6,"4/4",0.471
"Reggaeton","DrefQuila","Olvídate","3uNvLzijuug4fXs4lKDGyu",40,0.139,0.784,197973,0.438,0.000436,"C",0.0895,-18.69,"Minor",0.0782,127.037,"4/4",0.253
"Soul","SALES","Jamz","1FvnH3avKvSZRqNM7yCoRc",54,0.889,0.803,209730,0.49,0.00765,"D",0.123,-8.611,"Major",0.0284,110.992,"4/4",0.658
"Hip-Hop","Run The Jewels","Lie, Cheat, Steal","2D35sVzODlq0sbxkeieNTm",56,0.0469,0.542,208467,0.744,0,"F#",0.194,-7.1,"Major",0.376,82.743,"4/4",0.379
"Rap","DJ Drama","Wishing (feat. Chris Brown, Skeme & Lyquin)","4vNeJ6DoAlTPzoYO9W4mJH",62,0.0872,0.477,252307,0.647,0,"D#",0.119,-4.657,"Minor",0.343,109.879,"4/4",0.549
"Ska","Strike Anywhere","Laughter In A Police State","64DIkO93KJhKgoUnJyKrJr",23,0.000174,0.378,127573,0.943,0,"B",0.08,-5.369,"Minor",0.0602,105.707,"4/4",0.752
"Hip-Hop","Higher Brothers","Do It Like Me (feat. JID)","6wmtkJ9v4aEWNAQ38inzxJ",56,0.00526,0.862,157714,0.647,0,"A#",0.112,-5.485,"Major",0.251,139.851,"4/4",0.254
"Pop","Good Morning","Oppsie","0PRd2rdLV4dvDP6YpH8bZ1",62,0.648,0.656,142091,0.439,0.0845,"F#",0.104,-9.212,"Major",0.0316,134.96,"4/4",0.524
"Comedy","Greg Behrendt","God's Lobby","580BYxozBkYywkEd96WYvB",10,0.875,0.518,61533,0.841,0,"C#",0.963,-14.906,"Minor",0.926,40.102,"4/4",0.426
"Reggae","Dispatch","Came for the Fire","58Rf7PzXawZnLg3azhKxJE",34,0.286,0.33,276585,0.351,0,"C",0.273,-12.101,"Major",0.0359,95.034,"4/4",0.359
"Pop","Why Don't We","Trust Fund Baby","54j7EaJPDmSZYcNYvLSJ78",73,0.0629,0.624,184460,0.785,0,"G#",0.135,-3.337,"Major",0.0498,163.929,"4/4",0.593
"Blues","The Unlikely Candidates","Trampoline","3geJxU83R4EzSjIymcXSt2",44,0.0529,0.391,210590,0.898,0,"D#",0.0621,-2.953,"Major",0.076,179.936,"4/4",0.638
"Alternative","Thousand Foot Krutch","Lifeline","333nLXIkj5thGuWvIymETt",53,7.54e-05,0.523,218454,0.834,0,"F",0.4,-5.133,"Major",0.0366,135.974,"4/4",0.559
"Blues","Avenged Sevenfold","God Hates Us","031uTUhyy6xmDJqmeWJBi9",56,0.000321,0.453,319187,0.959,0.14,"C",0.132,-6.121,"Minor",0.119,139.997,"4/4",0.204
"Rock","Citizen Way","How Sweet the Sound","0JCS7q2sxbydawkUCVIuhK",52,0.115,0.451,221027,0.669,0,"A",0.105,-6.995,"Major",0.0288,76.043,"4/4",0.399
"Electronic","Aphex Twin","CIRCLONT14 [152.97][shrymoming mix]","3q7APrpWdg4zDc1Ve9Fm25",34,0.278,0.67,441307,0.978,0.928,"G",0.102,-7.303,"Major",0.232,152.966,"4/4",0.179
"Comedy","Jim Gaffigan","International Travel","6c7au35TbQjBEUDEPgE5XS",34,0.785,0.62,273584,0.828,0,"E",0.89,-10.725,"Minor",0.956,136.57,"4/4",0.264
"Electronic","UNKLE","Keys to the Kingdom","21GxCehBzMzjp9WtS83htd",28,0.00535,0.563,287400,0.858,0.739,"D",0.105,-5.639,"Major",0.0516,106.008,"4/4",0.27
"Country","Montgomery Gentry","Some People Change","7cmZDjXMF1A0dGV726pMYs",41,0.0456,0.55,201867,0.61,0,"D",0.11,-6.358,"Major",0.0388,168.186,"4/4",0.357
"Hip-Hop","J. Cole","Mr. Nice Watch","4OSRNTDInE9bDHBBJ77tMw",56,0.0929,0.556,237947,0.574,0.000219,"A#",0.113,-8.555,"Minor",0.0951,138.954,"4/4",0.29
"Hip-Hop","Machine Gun Kelly","Alpha Omega","0Yvwo9fENGoa60k3ClwzQf",63,0.103,0.771,212560,0.736,0,"C#",0.217,-6.396,"Minor",0.181,124.057,"4/4",0.213
"Rock","Led Zeppelin","The Lemon Song - 1993 Remaster","5qbVkwfy0RYGFA6hAiIL90",55,0.0939,0.409,379627,0.515,0.0723,"A",0.0916,-13.007,"Major",0.116,90.527,"4/4",0.729
"Ska","The Flatliners","July! August! Reno!","39yK0eVEktYvTxS654jhI7",23,5.12e-05,0.303,184027,0.989,0,"E",0.713,-4.106,"Major",0.172,110.704,"4/4",0.516
"Opera","Gioachino Rossini","La Donna del lago: Theme and Variations","42TnDTDd1uBcaVxF4Z8QGS",8,0.932,0.332,525600,0.093,0.438,"A#",0.108,-27.638,"Major",0.0536,76.44,"4/4",0.35
"Rap","Run The Jewels","Call Ticketron","4E9RsETCexFzZfSovxFksR",56,0.113,0.83,198640,0.655,0.000378,"G",0.157,-9.948,"Major",0.278,120.019,"4/4",0.521
"Ska","Save Ferris","Everything I Want to Be","2G6Wg8rtbi2712fKRYcIkk",28,0.0327,0.444,229667,0.753,0,"C",0.0817,-5.897,"Minor",0.0854,95.946,"4/4",0.808
"Rock","Rascal Flatts","I Like The Sound Of That","5S5rw0WLVCAux5B5bWCehK",70,0.257,0.611,209280,0.8,0,"C",0.194,-5.61,"Major",0.0377,89.974,"4/4",0.527
"Anime","Bullet For My Valentine","Radioactive","2okeBtFNVJ4n33NEV1RxBm",60,0.0331,0.527,193080,0.695,3.78e-05,"A",0.31,-4.99,"Major",0.0346,142.922,"4/4",0.271
"R&B","Empire Cast","What Is Love (feat. V. Bozeman)","2DOykLfhy5XEHxZeb3AaPA",54,0.224,0.514,173587,0.431,0,"C#",0.114,-8.908,"Major",0.0432,97.837,"4/4",0.254
"Soul","Noah North","Down","2mf4DykytQZp4KOOlcBXmt",43,0.274,0.478,201518,0.47,0.000227,"C",0.109,-9.836,"Major",0.065,157.992,"4/4",0.145
"Hip-Hop","Moneybagg Yo","Preliminary Hearing","2LBf5ZzEnGj2nlXgbHqsrZ",53,0.0248,0.641,180911,0.808,0,"F",0.205,-4.145,"Minor",0.105,160.018,"4/4",0.527
"Folk","Roo Panes","Stay Alive","1o6O7ZPptHa5Rv2VEtfAM2",61,0.847,0.382,233347,0.329,4.19e-05,"A",0.105,-12.021,"Minor",0.0344,147.381,"4/4",0.224
"Reggae","SOJA","Everything Changes","4lIRvV2T2OLpGOPbkJrDVp",47,0.372,0.676,304760,0.739,0,"G#",0.083,-4.823,"Minor",0.0401,77.021,"4/4",0.943
"Dance","Miguel","Banana Clip","6xagjcywpcyNFghafZPQJv",67,0.0973,0.638,201627,0.708,0,"C#",0.177,-5.342,"Minor",0.0754,84.978,"4/4",0.606
"Movie","Richard M. Sherman","Stay Awake From Mary Poppins (feat. Brian Finley)","3kbHRE9RofiJkFqPMDMBef",0,0.976,0.182,111640,0.0306,0,"C",0.0713,-26.171,"Major",0.0464,84.859,"3/4",0.0903
"Anime","A Perfect Circle","Rose","2s8e50CKIAHOQLVCDXuBhO",48,0.00601,0.499,205973,0.665,0.288,"B",0.116,-8.652,"Major",0.0445,119.83,"3/4",0.188
"Rap","Bryson Tiller","Let Em' Know","5QDGKcQLqOJvoiu8eScEaM",62,0.0339,0.49,261880,0.405,0,"E",0.344,-11.44,"Major",0.221,110.557,"4/4",0.176
"Ska","Five Iron Frenzy","These Are Not My Pants (The Rock Opera) [Weird]","5t9VywlQ5VTbZd6LUv08Nh",11,0.203,0.875,50560,0.724,0.00826,"C",0.0701,-8.607,"Major",0.0352,119.917,"4/4",0.763
"Comedy","Michael Ian Black","Terrorists","1gKuLC9PrAbrqAEcEVUrW1",18,0.845,0.471,273853,0.821,0,"C#",0.942,-9.212,"Major",0.935,88.074,"5/4",0.577
"R&B","Mariah Carey","Infinity","3qczyRtur0tILibW9rHBFA",40,0.052,0.55,239800,0.805,3.12e-06,"C#",0.281,-4.327,"Major",0.0862,134.755,"4/4",0.217
"Classical","Kamelot","Abandoned (feat. Mari Youngblood)","3f7u6a3obDgcSBUd9GdcK6",40,0.694,0.438,247160,0.436,0.00332,"C",0.14,-9.853,"Minor",0.0302,134.983,"3/4",0.234
"Blues","Wallows","These Days","4gZDCOFuLCxCRWNhSEcOtJ",66,0.0398,0.655,202627,0.668,0.0302,"C",0.0759,-6.733,"Major",0.0272,93.003,"4/4",0.867
"Dance","Joe","All The Things (Your Man Won't Do)","3UGNdLrhhsK0SY9gNqe8TT",60,0.247,0.573,380533,0.679,0,"D#",0.321,-6.774,"Minor",0.0423,66.215,"4/4",0.648
"Blues","Staind","So Far Away","6FOpPA0a80RuBqqgDozvja",65,0.012,0.407,243573,0.896,0,"F#",0.196,-2.935,"Major",0.063,138.697,"3/4",0.156
"Soundtrack","Martin Phipps","Vasily","79mcqvpnIASmHcFUy72Z98",32,0.373,0.211,67383,0.28,0.872,"G#",0.175,-17.86,"Major",0.0469,161.826,"3/4",0.039
"Rap","Wiz Khalifa","When I'm Gone","0prF3F4FoKvxBObaeXLVHv",60,0.496,0.701,248560,0.76,0,"A",0.0867,-6.561,"Major",0.0512,91.986,"4/4",0.301
"Electronic","Ladytron","Ghosts - Single Edit","5A6YaKt9s0NxUQaC853r56",44,0.000573,0.446,271373,0.953,0.22,"A",0.0922,-5.354,"Major",0.0507,125.043,"4/4",0.317
"Children’s Music","Lewis Del Mar","Live That Long","4WBXTnzVmz3Thn76w3rYUR",58,0.144,0.613,285467,0.531,3.74e-06,"D",0.801,-9.172,"Major",0.0338,152.023,"4/4",0.338
"Soul","Sharon Jones & The Dap-Kings","Matter of Time","5GM6ToJIXaAHWQKbkTzfGS",48,0.611,0.545,202427,0.576,0,"A",0.102,-7.965,"Major",0.0784,66.423,"4/4",0.472
"World","Leeland","For Your Glory","1zsDpi75haD4zIOoPnJRpQ",37,0.82,0.438,314707,0.186,0.000185,"G",0.0733,-12.974,"Major",0.0288,77.015,"4/4",0.0737
"World","Fela Kuti","O.D.O.O. - Edit","7yEPnFUTRWmfrLGLu24DRz",27,0.668,0.87,414933,0.71,2.86e-06,"G",0.0823,-7.117,"Major",0.113,115.286,"4/4",0.642
"Folk","The Oh Hellos","Bitter Water","7xwOCSKispEfJOlZHW08R2",46,0.343,0.585,196920,0.639,9.04e-06,"G#",0.142,-9.757,"Major",0.0307,95.021,"4/4",0.398
"Ska","Adam & The Ants","Physical (You're So) - Single Version","57ZjXopSmskmPcQYvdSnbJ",21,0.000124,0.227,267733,0.623,0,"A",0.184,-9.836,"Major",0.0411,160.744,"4/4",0.337
"Hip-Hop","Logic","Thank You (ft. Lucy Rose & The RattPack)","4ut9fdC5ncgcvCo0KaphNY",58,0.165,0.598,430427,0.759,1.44e-06,"A#",0.399,-7.14,"Major",0.261,159.451,"4/4",0.534
"Comedy","David Spade","Under A Buck","3OOjv6DtDpj2LqBqZ2BSS3",18,0.81,0.487,144989,0.962,0,"C#",0.834,-6.953,"Minor",0.916,147.282,"3/4",0.138
"Rock","Jukebox The Ghost","Fred Astaire","6JgXQTdqLL1xS5qfqOGVNb",56,0.0244,0.605,219000,0.71,3.72e-05,"B",0.309,-4.75,"Major",0.0753,110.171,"4/4",0.691
"Reggae","Bob Marley & The Wailers","Jammin'","38oIp9y5zW2ylFE3y7MKaP",40,0.0111,0.752,248640,0.716,0,"B",0.152,-4.632,"Minor",0.157,83.487,"4/4",0.525
"Children’s Music","Breaking Benjamin","Hopeless","2c2UTSuyPbEmxWyTOMwjON",51,0.000322,0.363,200013,0.98,0.0223,"G#",0.0861,-4.335,"Major",0.0678,171.002,"4/4",0.362
"Country","Zac Brown Band","Uncaged","71d7WvIwlwGb4auBugK2JQ",48,0.00732,0.524,209213,0.889,0.00889,"G#",0.147,-5.258,"Major",0.0513,94.934,"4/4",0.372
"Alternative","Los Enanitos Verdes","La Muralla Verde","1qvY1z3Wm3sAYeHfPTnrbI",72,0.0653,0.724,161800,0.856,1.85e-06,"G#",0.354,-6.119,"Minor",0.0283,129.794,"4/4",0.891
"Ska","Bad Brains","The Meek Shall Inherit the Earth - Dub Spencer & Trance Hill Remix","6UUUWgjyOHuN0GmI5znLER",22,0.0335,0.693,291484,0.555,0.163,"C#",0.0824,-11.868,"Minor",0.0791,138.015,"4/4",0.682
"R&B","Miguel","waves (feat. Kacey Musgraves) - Remix","0JhyMqi5ihsk5neC8DMbbz",49,0.477,0.79,246294,0.599,4.26e-06,"A#",0.344,-7.574,"Minor",0.0301,105.997,"4/4",0.464
"Reggae","Capleton","Prophet Rides Again","295vEhzGX9nuKjGjb2m4Dv",46,0.0256,0.773,202326,0.633,0,"F#",0.243,-5.521,"Minor",0.326,86.82,"4/4",0.708
"Anime","Ryan Bingham","Wolves","1Z9ywGrP9VPZZ8i6kACsaW",48,0.501,0.516,272024,0.591,8.29e-05,"G",0.117,-7.181,"Major",0.0301,82.981,"4/4",0.538
"Dance","William Singe","God's Plan","23iDR3Zngf6AOGmShKNDEa",59,0.153,0.656,168961,0.541,0,"A#",0.0989,-7.846,"Major",0.0663,76.664,"4/4",0.399
"Blues","Our Lady Peace","One Man Army","1H3aJpfpjEFt3i8KsWbgmP",49,0.0273,0.406,202293,0.888,0,"F#",0.0848,-4.204,"Major",0.131,159.386,"4/4",0.592
"Ska","Pepper","Give It Up (Live)","2QuIfosXMD1PCsEyUxXYaU",18,0.309,0.282,386840,0.894,0,"D",0.725,-5.805,"Major",0.314,174.977,"4/4",0.262
"Opera","Georges Bizet","Carmen (1997 - Remaster), Act III: C'est des contrebandiers....Air de Micaëla:Je dis, que rien ne m'épouvante","1OE3ZbZrxGQrutFz8KsQFz",17,0.97,0.239,349107,0.0832,7.51e-05,"D#",0.111,-20.744,"Major",0.043,85.536,"4/4",0.078
"Anime","Spiderbait","Black Betty - Edit","7uSsHbBFFAnkRQR1rDwP3L",62,2.14e-05,0.559,205973,0.847,0.447,"G",0.217,-6.357,"Major",0.0899,124.05,"4/4",0.403
"Reggaeton","Sech","Miss Lonely - Dimelo Flow Remix","3tRtlS9YUyYqVgqO3iM4bW",73,0.178,0.605,225366,0.728,0,"C",0.0344,-5.653,"Major",0.196,163.805,"4/4",0.664
"Country","Big & Rich","Live This Life - + Non-Music Hidden Track","1YoyolDxuaneqOgYN9etsf",36,0.491,0.478,264347,0.57,0,"E",0.23,-4.449,"Major",0.0318,145.841,"4/4",0.298
"Anime","Silversun Pickups","The Pit","6SxnzAMCqSGCl2olRZuMK4",47,0.002,0.609,281360,0.754,0.0154,"C#",0.0936,-7.438,"Major",0.0322,126.002,"4/4",0.461
"Opera","Giacomo Puccini","Puccini: Turandot: Figlio del Cielo! Padre augusto! - Act Two","6fkeXQBb4jyQWqQzeBsSdD",4,0.977,0.319,182667,0.511,0.00404,"D#",0.244,-7.54,"Minor",0.0362,65.189,"3/4",0.114
"Electronic","Jean-Michel Jarre","Equinoxe, Pt. 4","362MZclYQ5wRw468UxT5Uf",43,0.211,0.6,425133,0.641,0.832,"F",0.144,-10.406,"Major",0.0378,113.746,"4/4",0.155
"Dance","Joe","Good Girls","2yQaw1JxH8OybLYAvU4mQP",48,0.279,0.697,297040,0.514,0,"G#",0.089,-6.261,"Minor",0.0384,144.175,"4/4",0.741
"Children’s Music","Soda Stereo","Persiana Americana","7JZP7kQsuFFWOrtAI7uNiW",46,0.149,0.582,290787,0.915,0.0138,"E",0.207,-6.217,"Minor",0.0418,101.061,"4/4",0.485
"Opera","Georges Bizet","Carmen / Act 1: Introduction: ""Sur la place chacun passe""","4OWj3mQtrOc2JSpbDsOhC6",14,0.981,0.42,164200,0.0292,0.0924,"A#",0.598,-27.312,"Major",0.0383,97.291,"4/4",0.254
"Opera","Maria Callas","Adriana Lecouvreur (1997 Digital Remaster): Ecco: respiro appena...Io son l'umile ancella","2wpUlsIdVO6R92KkknkM0p",10,0.979,0.136,228867,0.11,0.107,"G#",0.116,-17.106,"Major",0.0435,79.768,"4/4",0.0389
"Comedy","Stephen Lynch","Hey Love - Live","5LTZMuhkHvT28Xf5WlMq5U",23,0.688,0.38,393707,0.289,0,"C",0.103,-15.227,"Major",0.114,83.308,"4/4",0.535
"Electronic","Electric Mantis","Pacific","7Ljr3EUoL8MOzVNNnW58lN",28,0.0807,0.605,238252,0.694,0.182,"C",0.155,-6.657,"Major",0.348,102.998,"4/4",0.0511
"Soundtrack","Steven Price","You'll Hear Me In The Wind","786vqfvMY6S84mCTonfgLw",1,0.944,0.215,182293,0.142,0.87,"A#",0.0662,-17.531,"Major",0.037,123.402,"4/4",0.0764
"Soul","Leon Bridges","Lions","7bg7YfErUZJ2eyYzNVEti1",53,0.138,0.724,182240,0.482,0,"B",0.0668,-6.719,"Minor",0.383,84.757,"4/4",0.474
"Blues","Disturbed","The Sound Of Silence","1Cj2vqUwlJVG27gJrun92y",76,0.468,0.322,248467,0.28,1.1e-06,"F#",0.102,-9.367,"Minor",0.0281,85.794,"4/4",0.175
"Comedy","Adam Sandler","Pibb Tries The Skateboarding","31QzqEhooen2Fp9O0yEKAx",16,0.836,0.605,136840,0.648,0,"A#",0.945,-10.717,"Minor",0.933,81.585,"3/4",0.645
"Hip-Hop","Logic","Never Enough","3s7SAlA1NPlgddOxZEwmm6",54,0.0382,0.677,262560,0.865,0,"A",0.228,-4.254,"Minor",0.0604,136.996,"4/4",0.622
"Soul","Dionne Warwick","Walk On By","3xsOtNxtBW0oTI1OWKAzTm",60,0.719,0.7,178333,0.33,8.6e-05,"F",0.136,-9.027,"Major",0.0303,98.605,"4/4",0.524
"Jazz","Bill Evans Trio","Alice In Wonderland - Take 2 / Live At The Village Vanguard, NYC; 6/25/1961","0bDlhKzFeybyiwcDYnrGe0",39,0.852,0.434,514533,0.297,0.861,"C",0.711,-18.316,"Major",0.0347,82.867,"4/4",0.364
"Pop","Cornelio Vega y su Dinastia","No Me Hubiera Enamorado","6XiSceaDaO2vaYF2B2A70t",70,0.45,0.772,207365,0.608,0,"A#",0.0897,-5.746,"Major",0.0515,148.081,"3/4",0.776
"Rock","Melissa Etheridge","I'm The Only One","4veE1jrMbVSy9FRCiYDGkD",60,0.0448,0.613,295000,0.476,0,"C",0.0608,-9.648,"Major",0.0321,84.938,"4/4",0.644
"Dance","Olly Murs","Unpredictable","5Gz1PxujU62sfecQpB0Stm",66,0.0551,0.63,199586,0.733,0,"C#",0.102,-4.338,"Major",0.0423,104.007,"4/4",0.486
"Classical","Pyotr Ilyich Tchaikovsky","The Sleeping Beauty, Op.66, TH.13 / Prologue: 2. Scène dansante (Entrance of Fairies)","2sX3erNaOIEun0G7HGqK94",32,0.952,0.179,248667,0.106,0.872,"A",0.346,-17.221,"Major",0.0384,145.049,"5/4",0.102
"Ska","Descendents","Van","2SJHPnqYZPBAOFXqqiMUU9",26,0.00958,0.321,181467,0.888,2.74e-05,"A",0.187,-10.771,"Major",0.196,175.192,"3/4",0.21
"World","Fatoumata Diawara","Bakonoba","78xjHkTjL40U44T1ogbE6r",42,0.54,0.752,195600,0.543,0.00263,"B",0.112,-9.268,"Minor",0.212,111.835,"4/4",0.811
"World","Aphex Twin","Actium","78w0l5CJ3VwtXKBpRCktwa",39,0.876,0.716,455000,0.31,0.935,"A#",0.131,-14.466,"Minor",0.0469,125.691,"4/4",0.436
"R&B","Surfaces","Heaven Falls / Fall on Me","7yHqOZfsXYlicyoMt62yC6",61,0.36,0.563,240597,0.366,0.00243,"B",0.0955,-6.896,"Minor",0.121,85.352,"4/4",0.768
"Opera","Richard Wagner","Die Walkure: Act I: Wintersturme wichen dem Wonnemond","7fnjRUnvbH2PtOSk4Icci0",14,0.972,0.205,193840,0.257,1.08e-05,"F",0.16,-13.209,"Major",0.0369,81.068,"3/4",0.144
"Dance","Lost Kings","Quit You","4GJAd1nBylAEbw1dZDVzEQ",56,0.0375,0.651,221569,0.766,0.000879,"F",0.0942,-5.526,"Major",0.0301,97.926,"4/4",0.199
"Ska","Cock Sparrer","Is Anybody There?","4vzxgOeBCIY11Wb2zNv2RO",24,0.00403,0.449,240173,0.678,2.64e-05,"B",0.627,-10.764,"Major",0.0289,145.141,"4/4",0.91
"Soundtrack","Jack Wall","Cold Hard Cash (featuring Antonia Bennett)","08Xgal1CG0tLPmMgIti37U",35,0.851,0.513,228453,0.164,0.000121,"G#",0.11,-9.613,"Major",0.0354,74.145,"4/4",0.293
"Alternative","Silent Sanctuary","Kundiman","0087fDVeNhuyMtST91RMjv",63,0.564,0.335,339053,0.571,0,"B",0.137,-4.711,"Major",0.0243,93.572,"4/4",0.454
"Soul","Xavier Omär","No Way out (feat. GoldLink)","6EFAyx72zPx5mnSuyLW1U2",52,0.0395,0.673,251224,0.429,0.00479,"D",0.287,-9.63,"Minor",0.0382,87.979,"4/4",0.505
"Classical","Steve Vai","Erotic Nightmares","317QZc9FByYZWcNHAmduCm",40,0.00157,0.416,255427,0.912,0.693,"A",0.195,-7.381,"Major",0.112,113.941,"4/4",0.299
"Pop","Kodaline","All I Want","2PwXOevGUSkU8qaYZjgLq2",72,0.172,0.209,305747,0.412,0.15,"C",0.0843,-9.733,"Major",0.0443,86.26,"3/4",0.162
"World","Grouper","Living Room","1nJV1JGWf61WRJy851LO34",43,0.89,0.425,142120,0.0757,0.901,"F#",0.111,-21.707,"Major",0.0375,124.374,"4/4",0.156
"Anime","Puscifer","The Remedy","5XzokqsAmkv0cjk1kAUwiM",51,0.031,0.468,367192,0.759,0.0418,"B",0.171,-8.148,"Minor",0.0313,180.028,"5/4",0.66
"Blues","Smino","MF GROOVE (with Ravyn Lenae)","3f0wlG15mXf22WOraAYwJ7",51,0.416,0.651,246960,0.44,0.000401,"A",0.0817,-9.942,"Minor",0.195,78.77,"4/4",0.421
"World","Audrey Assad","Be Thou My Vision","2s1a8wNeH6IiOSowWj9veS",52,0.902,0.194,213730,0.324,0.196,"C#",0.109,-12.412,"Major",0.0338,169.758,"3/4",0.157
"Indie","Sevdaliza","Human","4LIIWJjlXMftVKMQWUrxKO",55,0.25,0.54,192042,0.168,0.0284,"A#",0.258,-11.772,"Major",0.0654,97.798,"4/4",0.16
"Jazz","Jonathan Fritzén","This Way, That Way (feat. Darren Rahn)","5yvZPYNLwY1NxZynJ46MrT",38,0.323,0.636,262165,0.81,0.0861,"F",0.174,-7.435,"Major",0.0341,100.194,"4/4",0.636
